signature_id,time_window,gene,omitted_dataset,cohort_n,pooled_contribution,ci95_lower,ci95_upper,tau2,I2_percent
SIG001,T1,CEACAM1,GSE236713,3,-0.16968503914337604,-0.4828278486175085,0.14345777033075638,0.014017604177864644,88.25406703745428
SIG001,T1,CEACAM1,GSE57065,3,-0.09094716671158405,-0.2691883626257855,0.08729402920261738,0.003597306324742019,72.49374214502792
SIG001,T1,CEACAM1,GSE95233,3,-0.1289428770811747,-0.4695336786353806,0.2116479244730312,0.017031117776621984,91.28828147450407
SIG001,T1,CEACAM1,GSE54514,3,-0.17347993697866937,-0.45822003056743377,0.11126015661009503,0.012017754077355435,92.11963741671507
SIG001,T1,ZDHHC19,GSE236713,3,-0.006435932509457925,-0.2846080195545049,0.2717361545355891,0.00697419654267988,61.132523162389305
SIG001,T1,ZDHHC19,GSE57065,3,-0.06938449847631975,-0.36956924847962325,0.23080025152698377,0.010819102684213978,75.37884842110016
SIG001,T1,ZDHHC19,GSE95233,3,-0.07549126133892049,-0.32798801084421064,0.17700548816636968,0.007608714486446301,74.22045906393858
SIG001,T1,ZDHHC19,GSE54514,3,-0.013555921937588079,-0.2649244039150645,0.23781256003988832,0.007977022572492349,78.05611012506101
SIG001,T1,NMRK1,GSE236713,3,-0.014432998783842816,-0.07693864345335107,0.04807264588566544,0.00025938619062461956,31.25720991113303
SIG001,T1,NMRK1,GSE57065,3,-0.012987536854305093,-0.05861111932336177,0.032636045614751585,0.0001662355691116394,38.38977580818793
SIG001,T1,NMRK1,GSE95233,3,-0.011289380764989702,-0.05766832032122077,0.03508955879124136,0.00014056548716295895,42.59555814957541
SIG001,T1,NMRK1,GSE54514,3,-0.00456504456243566,-0.012898759190049021,0.003768670065177699,0.0,0.0
SIG001,T1,GNA15,GSE236713,3,-0.02735299105130933,-0.13285169114761877,0.07814570904500011,0.0014141213920131394,75.64442518126918
SIG001,T1,GNA15,GSE57065,3,-0.008030719394162911,-0.030090796802640395,0.014029358014314574,0.0,0.0
SIG001,T1,GNA15,GSE95233,3,-0.024183275073894034,-0.1248152748805782,0.07644872473279013,0.001307465937402048,82.23690733069631
SIG001,T1,GNA15,GSE54514,3,-0.03204916495481187,-0.11551524709421655,0.051416917184592806,0.0009005454002863801,78.68782518395669
SIG001,T1,BATF,GSE236713,3,-0.03553838605274443,-0.0532391777857435,-0.01783759431974537,0.0,0.0
SIG001,T1,BATF,GSE57065,3,-0.007250682943605185,-0.02065192718395455,0.00615056129674418,0.0,0.0
SIG001,T1,BATF,GSE95233,3,-0.019617413941888068,-0.0663659766429072,0.02713114875913107,0.0002712596856255046,54.82587752226971
SIG001,T1,BATF,GSE54514,3,-0.019684695915823967,-0.06652849117201767,0.02715909934036973,0.0002726214345353337,54.989266267706086
SIG001,T1,C3AR1,GSE236713,3,0.0117511253768841,-0.16286420030173485,0.18636645105550306,0.004373665569835373,88.76137023526422
SIG001,T1,C3AR1,GSE57065,3,-0.008580192437848043,-0.13023389552603754,0.11307351065034144,0.0018017900716382302,77.33257410795295
SIG001,T1,C3AR1,GSE95233,3,0.0036056687052470927,-0.1623026665311047,0.16951400394159888,0.003938357473918624,89.11382483410289
SIG001,T1,C3AR1,GSE54514,3,0.03183015040068246,-0.049445142013070334,0.11310544281443526,0.0008818644186991113,80.06251229530437
SIG001,T1,FAM214A,GSE236713,3,-0.029592275458659847,-0.09620394204081678,0.037019391123497086,0.00045695999666786185,56.47590828306043
SIG001,T1,FAM214A,GSE57065,3,-0.021036153066869994,-0.07989666805103766,0.03782436191729768,0.0002885141240775619,58.47524992395733
SIG001,T1,FAM214A,GSE95233,3,-0.01380214913289062,-0.0346564952801784,0.007052197014397155,0.0,0.0
SIG001,T1,FAM214A,GSE54514,3,-0.030210743433695734,-0.08398237034980804,0.02356088348241658,0.00032110091622366394,54.31249561912516
SIG001,T1,TGFBI,GSE236713,3,-0.07508416222239046,-0.12246114469945027,-0.02770717974533065,0.0,0.0
SIG001,T1,TGFBI,GSE57065,3,-0.050805363479475,-0.14164672849713036,0.040036001538180356,0.0008655699215101253,42.85986620448662
SIG001,T1,TGFBI,GSE95233,3,-0.03873024349415905,-0.08979330545936744,0.012332818471049334,0.00020467982558367638,0.0
SIG001,T1,TGFBI,GSE54514,3,-0.05261198434369125,-0.13820124729464667,0.03297727860726416,0.0007284173030610856,55.148334834018065
SIG001,T1,MTCH1,GSE236713,3,-0.0027802419261153998,-0.011997174459358176,0.006436690607127375,0.0,0.0
SIG001,T1,MTCH1,GSE57065,3,0.001293198640156918,-0.011252066203262783,0.013838463483576618,0.0,0.0
SIG001,T1,MTCH1,GSE95233,3,-0.00013811040600594253,-0.01730048413575879,0.01702426332374691,1.383042861930702e-05,9.642581664705336
SIG001,T1,MTCH1,GSE54514,3,0.0012624206030881066,-0.009976191533383916,0.01250103273956013,0.0,0.0
SIG001,T1,RPGRIP1,GSE236713,3,-0.024656966305475397,-0.10547949440116632,0.05616556179021552,0.0008443310203405962,71.8973593500363
SIG001,T1,RPGRIP1,GSE57065,3,-0.05325596500820431,-0.20467451336526502,0.09816258334885639,0.0034778714882668657,90.92623549782375
SIG001,T1,RPGRIP1,GSE95233,3,-0.049884999438316396,-0.19301249119959393,0.09324249232296114,0.0029993801023922404,91.99555579362428
SIG001,T1,RPGRIP1,GSE54514,3,-0.07450261396522706,-0.16713378877060908,0.01812856084015496,0.0009104236552900057,54.848236786869656
SIG001,T1,HLA-DPB1,GSE236713,3,-0.008013103881624736,-0.05675859828735255,0.040732390524103074,0.000197236147062634,28.271744377878377
SIG001,T1,HLA-DPB1,GSE57065,3,-0.014791206920079458,-0.030932839682438377,0.0013504258422794603,0.0,0.0
SIG001,T1,HLA-DPB1,GSE95233,3,-0.012047834213862857,-0.0444288571121723,0.020333188684446585,0.0,27.572043214980436
SIG001,T1,HLA-DPB1,GSE54514,3,-0.0058367115233085185,-0.03629546127823124,0.0246220382316142,1.0141011948882318e-05,0.0
SIG002,T1,PLAC8,GSE236713,2,-0.2445832379275712,-1.0071752157558163,0.5180087399006739,0.0,0.0
SIG002,T1,PLAC8,GSE57065,2,-0.1274857191718609,-0.3316320339192287,0.07666059557550689,0.0,0.0
SIG002,T1,PLAC8,GSE95233,2,-0.1682034275416789,-1.1646742202587028,0.828267365175345,0.0067266555485366265,41.02304862528035
SIG002,T1,LAMP1,GSE236713,2,-0.028716219536634568,-0.7521745597829645,0.6947421207096953,0.003632494050877218,56.02390831609685
SIG002,T1,LAMP1,GSE57065,2,-0.023436762636429416,-0.3901713550757638,0.34329782980290496,0.0006480856149595793,28.087333025702538
SIG002,T1,LAMP1,GSE95233,2,-0.04571906595496895,-0.24548219927010825,0.15404406736017037,0.0,0.0
SIG002,T1,PLA2G7,GSE236713,2,0.47508845552411477,-0.7127830016158154,1.662959912664045,0.0019708342544462777,11.017745845751307
SIG002,T1,PLA2G7,GSE57065,2,0.18227483752583404,-1.856037585085062,2.22058726013673,0.04095652054917155,78.10274171908658
SIG002,T1,PLA2G7,GSE95233,2,0.29023724434557585,-2.967015604475624,3.5474900931667754,0.12280017664413448,93.32634733896079
SIG002,T1,CEACAM4,GSE236713,2,-0.3368925256314292,-0.7234190493014404,0.04963399803858204,0.0,0.0
SIG002,T1,CEACAM4,GSE57065,2,-0.14753456094062808,-2.986963546148248,2.691894424266992,0.0931758392294085,93.00121541887168
SIG002,T1,CEACAM4,GSE95233,2,-0.12161538335861362,-2.541124206915057,2.29789344019783,0.06921443683072347,95.37512767555783
SIG003,T1,FAIM3,GSE236713,2,-0.020501666279430106,-0.6584987144012187,0.6174953818423585,0.0,0.0
SIG003,T1,FAIM3,GSE57065,2,0.009673517172106497,-0.38436109181389394,0.403708126158107,0.0,0.0
SIG003,T1,FAIM3,GSE95233,2,0.020416201499413714,0.016331969588368866,0.02450043341045856,0.0,0.0
SIG003,T1,PLAC8,GSE236713,2,-0.18705003060528158,-0.8030751343738879,0.4289750731633247,0.0,0.0
SIG003,T1,PLAC8,GSE57065,2,-0.16448987002354715,-0.33710252398330187,0.008122783936207606,0.0,0.0
SIG003,T1,PLAC8,GSE95233,2,-0.19179193795350954,-0.5756215541503246,0.19203767824330545,0.0,0.0
SIG004,T1,NLRP1,GSE236713,2,0.18703661024520682,0.131689336507086,0.24238388398332764,0.0,0.0
SIG004,T1,NLRP1,GSE57065,2,0.10529392682409491,-0.5281977930028978,0.7387856466510876,0.0006396264466974433,9.48888468760625
SIG004,T1,NLRP1,GSE95233,2,0.11970944254741023,-0.5457389023624237,0.7851577874572442,0.0019207901241111902,33.603406910753556
SIG004,T1,IDNK,GSE236713,2,-0.24283779010881118,-1.3908104016519678,0.9051348214343453,0.0,0.0
SIG004,T1,IDNK,GSE57065,2,-0.10210991171663904,-2.6309024978876017,2.4266826744543235,0.057239612387876324,65.66021509663157
SIG004,T1,IDNK,GSE95233,2,-0.016937798644403108,-1.2815317658815248,1.2476561685927188,0.009971018067404776,39.6813225529025
SIG004,T1,PLAC8,GSE236713,2,-0.04533380687597382,-0.19782225058166153,0.10715463682971388,0.0,0.0
SIG004,T1,PLAC8,GSE57065,2,-0.018659757442925248,-0.39984958229610135,0.36253006741025084,0.001151145074833367,51.75768063123788
SIG004,T1,PLAC8,GSE95233,2,-0.0120878878044816,-0.2405268209685034,0.21635104535954017,0.00037062614547694146,49.550591078574804
SIG022,T1,IFI27,GSE236713,3,-0.13683364269898576,-0.5332451588389886,0.259577873441017,0.011480012365853238,52.223856614783706
SIG022,T1,IFI27,GSE57065,3,-0.06582957065280545,-0.454880640527752,0.32322149922214105,0.013375653999499942,59.5414031505134
SIG022,T1,IFI27,GSE95233,3,-0.058659346596105756,-0.33768223548807097,0.22036354229585944,0.006575988590910215,56.62850392518091
SIG022,T1,IFI27,GSE54514,3,-0.12827674931721292,-0.42528454502752455,0.16873104639309874,0.009996895188873514,69.49896649857759
SIG022,T1,JUP,GSE236713,3,-0.012795591345016167,-0.10174002429880243,0.0761488416087701,0.0007675295614193759,54.111372471525165
SIG022,T1,JUP,GSE57065,3,0.0031681401537325764,-0.03275032940415005,0.0390866097116152,0.0,0.0
SIG022,T1,JUP,GSE95233,3,-0.008406062012316548,-0.0902028755209883,0.07339075149635521,0.000568820809920366,56.12999714759916
SIG022,T1,JUP,GSE54514,3,-0.018179641979920443,-0.07926935771052658,0.04291007375068569,0.00022828043840346165,21.797007613807263
SIG022,T1,LAX1,GSE236713,3,0.058838977899571855,-0.01960583419366601,0.1372837899928097,0.0,0.0
SIG022,T1,LAX1,GSE57065,3,0.03893607347314431,-0.04665958394915363,0.12453173089544226,0.0007006677255361184,42.82493037701332
SIG022,T1,LAX1,GSE95233,3,0.035795341246162814,-0.05853101771196007,0.1301217002042857,0.0008667237250819542,43.73701278500522
SIG022,T1,LAX1,GSE54514,3,0.016998261127426854,-0.008222789059878735,0.042219311314732444,0.0,0.0
SIG022,T1,HK3,GSE236713,3,0.05125884285908725,0.015105977256548525,0.08741170846162598,0.0,0.0
SIG022,T1,HK3,GSE57065,3,0.04653767207046662,0.0020358863667996954,0.09103945777413355,0.0,0.0
SIG022,T1,HK3,GSE95233,3,0.04236420225836962,0.008495015557818515,0.07623338895892073,0.0,0.0
SIG022,T1,HK3,GSE54514,3,0.04107418259125256,0.014541278978796215,0.06760708620370891,0.0,0.0
SIG022,T1,TNIP1,GSE236713,3,-0.031104642456192072,-0.12328235819594378,0.06107307328355964,0.0007782779680518807,46.50303238121442
SIG022,T1,TNIP1,GSE57065,3,-0.028911875205305058,-0.10543525330937131,0.047611502898761204,0.0007566751204174737,63.45880082172722
SIG022,T1,TNIP1,GSE95233,3,-0.017295121055287545,-0.09907642016554666,0.06448617805497156,0.0006334464114164158,62.335555295983944
SIG022,T1,TNIP1,GSE54514,3,-0.005395180131377748,-0.026882810364085463,0.016092450101329966,0.0,0.0
SIG022,T1,GPAA1,GSE236713,3,-0.005195301838225685,-0.0774451756162697,0.06705457193981834,0.0004164350774631597,52.86713897169775
SIG022,T1,GPAA1,GSE57065,3,-0.005485120692551383,-0.044763169485281765,0.033792928100179004,9.502121358144368e-05,31.53958839384347
SIG022,T1,GPAA1,GSE95233,3,0.0019258638363788675,-0.0336262491657567,0.037477976838514435,3.424514586021358e-05,36.52683752978324
SIG022,T1,GPAA1,GSE54514,3,0.004627770961040631,-0.028596778042344652,0.037852319964425916,0.0,31.59145505380687
SIG022,T1,CTSB,GSE236713,3,0.006626878462795426,-0.08448078333911381,0.09773454026470467,0.0005925878139227039,44.64622740486962
SIG022,T1,CTSB,GSE57065,3,-0.014629889427014837,-0.0340790137244462,0.004819234870416526,0.0,0.0
SIG022,T1,CTSB,GSE95233,3,0.003799094409869652,-0.07175330992260466,0.07935149874234397,0.0005256829372603935,55.89379835077558
SIG022,T1,CTSB,GSE54514,3,-0.0010083447935011242,-0.0912860724291394,0.08926938284213716,0.0007566571158885316,60.18999267779294
SIG023,T1,FAM89A,GSE236713,3,-0.03976333881554896,-0.35204110837370395,0.27251443074260606,0.01054449899909285,69.30548541513807
SIG023,T1,FAM89A,GSE57065,3,-0.047182791449170716,-0.33576524292880816,0.24139966003046676,0.008398934038662443,66.41140301039682
SIG023,T1,FAM89A,GSE95233,3,-0.04619571406506514,-0.303164980845476,0.21077355271534573,0.00633802637854938,65.82936999526444
SIG023,T1,FAM89A,GSE54514,3,-0.0029932633954820923,-0.053872297567165585,0.047885770776201396,0.0,0.0
SIG023,T1,IFI44L,GSE236713,3,0.14025504144140674,-0.619208859577761,0.8997189424605745,0.06734040244692245,74.10721712759532
SIG023,T1,IFI44L,GSE57065,3,0.015077114607249956,-0.6392915522676718,0.6694457814821716,0.05093561013357158,79.10627312118213
SIG023,T1,IFI44L,GSE95233,3,0.02056328187164919,-0.6508390208210703,0.6919655845643687,0.056149005739653625,83.10850306829118
SIG023,T1,IFI44L,GSE54514,3,0.16447055286618822,-0.3372760982161807,0.6662172039485572,0.03628220825176588,87.46833732763342
SIG033,T1,ADRB2,GSE236713,3,0.04360317048574005,-0.12499528859996373,0.21220162957144384,0.0021216655582517907,44.07763434625356
SIG033,T1,ADRB2,GSE57065,3,0.022868894458809953,-0.1948483545488851,0.24058614346650503,0.006312799378662189,81.32400950822152
SIG033,T1,ADRB2,GSE95233,3,0.011825498047952545,-0.20501657521619537,0.22866757131210047,0.00589788048148488,79.94706000327156
SIG033,T1,ADRB2,GSE54514,3,-0.0330418442123007,-0.11569946844552084,0.04961578002091945,0.00039509939333660986,9.635068918149955
SIG033,T1,CTSG,GSE236713,3,0.0227588013213467,-0.040248560444381916,0.08576616308707533,0.0,0.0
SIG033,T1,CTSG,GSE57065,3,0.032155906359528925,0.004004251253676469,0.06030756146538138,0.0,0.0
SIG033,T1,CTSG,GSE95233,3,0.027574141530350208,-0.006678188393820481,0.0618264714545209,0.0,0.0
SIG033,T1,CTSG,GSE54514,3,0.026805320467262007,0.0038771493066894133,0.0497334916278346,0.0,0.0
SIG033,T1,CX3CR1,GSE236713,3,-0.011687132227588487,-0.15435473812399766,0.13098047366882068,0.002200994825788958,64.0810667542842
SIG033,T1,CX3CR1,GSE57065,3,-0.04742076268842927,-0.0769773906592212,-0.01786413471763734,0.0,0.0
SIG033,T1,CX3CR1,GSE95233,3,-0.01198124140686521,-0.12812651062960462,0.1041640278158742,0.0017943303060437667,78.43825171983376
SIG033,T1,CX3CR1,GSE54514,3,-0.024230523749527708,-0.16666323863689098,0.11820219113783555,0.002512442042205812,80.23918703394314
SIG033,T1,CXCR6,GSE236713,3,0.027227935832444226,-0.053598324976971125,0.10805419664185958,0.0,0.0
SIG033,T1,CXCR6,GSE57065,3,0.03257596593129476,-0.04423341647453122,0.10938534833712074,0.0,0.0
SIG033,T1,CXCR6,GSE95233,3,0.03924322416276939,-0.0011015607246146614,0.07958800905015344,0.0,0.0
SIG033,T1,CXCR6,GSE54514,3,0.010981384497861742,-0.06366345376363158,0.08562622275935505,0.0,0.0
SIG033,T1,IL4R,GSE236713,3,0.05372071809308484,-0.010947326460584626,0.1183887626467543,0.0,0.0
SIG033,T1,IL4R,GSE57065,3,0.05301899549283872,0.006070053119949577,0.09996793786572786,0.0,0.0
SIG033,T1,IL4R,GSE95233,3,0.062048950423255436,0.04236101538578084,0.08173688546073003,0.0,0.0
SIG033,T1,IL4R,GSE54514,3,0.058558701507595304,0.008273813307891495,0.10884358970729911,0.0,0.0
SIG033,T1,LTB,GSE236713,3,-0.18245002225973736,-0.5498381941737397,0.184938149654265,0.012877437308399926,67.56885227766838
SIG033,T1,LTB,GSE57065,3,-0.1846762060745534,-0.5029407071451528,0.133588294996046,0.007431143025263479,59.85324464530034
SIG033,T1,LTB,GSE95233,3,-0.17175249835340933,-0.5297736012768833,0.18626860457006467,0.011711080270180795,67.12345806495868
SIG033,T1,LTB,GSE54514,3,-0.11934410662891892,-0.17212671707629695,-0.06656149618154089,0.0,0.0
SIG033,T1,TMSB10,GSE236713,3,-0.18167869194643932,-0.5743341561503172,0.21097677225743866,0.017739834523404826,73.95839673069804
SIG033,T1,TMSB10,GSE57065,3,-0.16731890157829948,-0.6072656769496281,0.2726278737930291,0.024544751965172692,81.58171029168832
SIG033,T1,TMSB10,GSE95233,3,-0.1625954019625597,-0.6089010749390202,0.2837102710139008,0.025341707078417722,81.26793888928259
SIG033,T1,TMSB10,GSE54514,3,-0.07958566424449959,-0.16525756504094027,0.006086236551941099,0.0,0.0
SIG034,T1,NQO2,GSE236713,3,0.021644033711106878,-0.024750632824054413,0.06803870024626817,0.00025062755725046887,71.09673807620533
SIG034,T1,NQO2,GSE57065,3,0.0026970997255458787,-0.016846813340128677,0.022241012791220434,2.659028245956401e-06,0.0
SIG034,T1,NQO2,GSE95233,3,0.014142580383064061,-0.041845163228352376,0.07013032399448049,0.00045889808183564645,91.05902248259943
SIG034,T1,NQO2,GSE54514,3,0.017765063123817575,-0.03239853907693252,0.06792866532456766,0.000373334174488524,90.60452237963686
SIG034,T1,SLPI,GSE236713,3,-0.0035599203667087934,-0.05618025699059249,0.049060416257174895,0.00017971967499328358,39.62614326093486
SIG034,T1,SLPI,GSE57065,3,0.02020214068430361,-0.016269424974888844,0.05667370634349607,0.00011910410912594168,27.46916876427926
SIG034,T1,SLPI,GSE95233,3,0.009273951905272816,-0.06582266539904943,0.08437056920959507,0.0007570450319646949,81.03676626704754
SIG034,T1,SLPI,GSE54514,3,0.005358374705705707,-0.06214083188374981,0.07285758129516122,0.0006020746197224916,81.81828950547667
SIG034,T1,ORM1,GSE236713,3,0.011286664073010884,-0.10765906616441578,0.13023239431043754,0.0018517725832228294,81.00616911894683
SIG034,T1,ORM1,GSE57065,3,0.0055796713276796625,-0.09366990596168426,0.10482924861704357,0.001233030015678833,79.10144099121126
SIG034,T1,ORM1,GSE95233,3,0.007366618889123993,-0.10134296975277504,0.11607620753102302,0.0014946477362687732,80.22928054749238
SIG034,T1,ORM1,GSE54514,3,0.023170631924257647,0.002386365997771065,0.04395489785074423,0.0,0.0
SIG034,T1,KLHL2,GSE236713,3,-0.010235838915704185,-0.04385603949476703,0.023384361663358666,4.2650408400358616e-05,20.28127626444497
SIG034,T1,KLHL2,GSE57065,3,-0.01481784848136488,-0.024995471905208455,-0.004640225057521307,0.0,0.0
SIG034,T1,KLHL2,GSE95233,3,-0.009963293085619263,-0.035885917382284735,0.015959331211046212,5.422186997994105e-06,13.76816692721538
SIG034,T1,KLHL2,GSE54514,3,-0.010221078226644541,-0.031960321930858966,0.011518165477569883,0.0,0.0
SIG034,T1,ANXA3,GSE236713,3,-0.02042005264414549,-0.03101126524294276,-0.009828840045348225,0.0,0.0
SIG034,T1,ANXA3,GSE57065,3,-0.01822896506182179,-0.025629285056847168,-0.010828645066796413,0.0,0.0
SIG034,T1,ANXA3,GSE95233,3,-0.0186588312979248,-0.03141445407548137,-0.005903208520368226,0.0,0.0
SIG034,T1,ANXA3,GSE54514,3,-0.019840096738494233,-0.027789298144288488,-0.011890895332699979,0.0,0.0
SIG034,T1,TXN,GSE236713,3,0.0007223413025130142,-0.028574194786002968,0.030018877391029,7.490268586937503e-05,56.417948261082074
SIG034,T1,TXN,GSE57065,3,0.001695608814088476,-0.020443456897871734,0.023834674526048684,3.3890511307330753e-05,58.78925913543439
SIG034,T1,TXN,GSE95233,3,0.0024099528437697766,-0.010324404818306125,0.015144310505845677,0.0,33.30617768445583
SIG034,T1,TXN,GSE54514,3,-0.0009859359376056802,-0.011514678481314723,0.009542806606103361,8.175363771612519e-06,8.128509209795032
SIG034,T1,AQP9,GSE236713,3,0.0022257989665907187,-0.026441192235654578,0.030892790168836014,5.886992901075376e-05,56.04908489362954
SIG034,T1,AQP9,GSE57065,3,-0.0007339774478173933,-0.03045231059558166,0.02898435569994687,8.157460457595194e-05,63.5454731381746
SIG034,T1,AQP9,GSE95233,3,-0.0010541683147207556,-0.017429241653031047,0.015320905023589538,8.028545873650191e-06,38.07348966278285
SIG034,T1,AQP9,GSE54514,3,0.0026558042864002806,-0.012795057959446101,0.01810666653224666,1.4006548599070195e-05,41.80718437275255
SIG034,T1,BCL6,GSE236713,3,-0.0002254906394650766,-0.04278367170453411,0.04233269042560395,0.00022625869840362455,78.4822829979695
SIG034,T1,BCL6,GSE57065,3,-0.006720056428654773,-0.027794166859345985,0.014354054002036438,8.963807464192263e-06,34.07191595598428
SIG034,T1,BCL6,GSE95233,3,-0.003110450784795988,-0.04596552421084455,0.03974462264125258,0.00024085964263640671,83.01304674938939
SIG034,T1,BCL6,GSE54514,3,0.0026378244325465086,-0.025182554334416834,0.030458203199509853,9.298156602953232e-05,73.34035032050294
SIG034,T1,DOK3,GSE236713,3,0.0034250815249375413,-0.026916746139452122,0.033766909189327204,9.662871706406374e-05,67.44784407491953
SIG034,T1,DOK3,GSE57065,3,-0.00020857026181777047,-0.03146163920865128,0.031044498685015746,0.00011827563877184799,77.73408244923193
SIG034,T1,DOK3,GSE95233,3,-0.002604476124238118,-0.019563218212034904,0.014354265963558668,1.4973208524967456e-05,39.46497083924156
SIG034,T1,DOK3,GSE54514,3,0.0038835143416395927,-0.018635200786477558,0.026402229469756743,6.160386682139686e-05,74.62677236940684
SIG034,T1,PFKFB4,GSE236713,3,0.007836964246666859,-0.047129140904503014,0.06280306939783672,0.0003931079261077764,81.26282460307944
SIG034,T1,PFKFB4,GSE57065,3,0.001254369882798497,-0.047841627043155366,0.050350366808752364,0.0003124703527791749,82.99582764733047
SIG034,T1,PFKFB4,GSE95233,3,0.0007639069855895925,-0.04541824998702487,0.046946063958204054,0.00027048140494632396,81.94072351802974
